ranking,asin,tipo_producto,total_reviews
13628,B003K6W9G4,Sports_and_Outdoors,15
13629,B003KK0P16,Sports_and_Outdoors,15
13630,B003LHQ93G,Sports_and_Outdoors,15
13631,B003LZKRVI,Sports_and_Outdoors,15
13632,B003M2V2KA,Video_Games,15
13633,B003N7OZV2,Sports_and_Outdoors,15
13634,B003NCSM3E,Sports_and_Outdoors,15
13635,B003NSECVY,Video_Games,15
13636,B003NSECW8,Video_Games,15
13637,B003NW9O7M,Toys_and_Games,15
13638,B003O20UOW,Sports_and_Outdoors,15
13639,B003O6C5O6,Video_Games,15
13640,B003O6FW6E,Video_Games,15
13641,B003O6HDRU,Video_Games,15
13642,B003O6HOAG,Video_Games,15
13643,B003O6N2NY,Video_Games,15
13644,B003OPX7OO,Video_Games,15
13645,B003P0ZBI8,Toys_and_Games,15
13646,B003P9C70E,Video_Games,15
13647,B003PGQLZO,Toys_and_Games,15
13648,B003Q5808A,Sports_and_Outdoors,15
13649,B003Q65ZLO,Video_Games,15
13650,B003S6N7OO,Video_Games,15
13651,B003TV7FHI,Sports_and_Outdoors,15
13652,B003TYJMV2,Sports_and_Outdoors,15
13653,B003U3J0XW,Sports_and_Outdoors,15
13654,B003U6GVEA,Sports_and_Outdoors,15
13655,B003UT9XI8,Video_Games,15
13656,B003VKLA6E,Video_Games,15
13657,B003VNYIUQ,Sports_and_Outdoors,15
13658,B003VS2RJ0,Sports_and_Outdoors,15
13659,B003VWGBE8,Video_Games,15
13660,B003WKNFHU,Sports_and_Outdoors,15
13661,B003XLUJ86,Video_Games,15
13662,B003XNU1JQ,Video_Games,15
13663,B003XQK3GO,Sports_and_Outdoors,15
13664,B003ZHQH02,Video_Games,15
13665,B003ZJQMDM,Toys_and_Games,15
13666,B003ZMBNG0,Sports_and_Outdoors,15
13667,B003ZTTCBQ,Video_Games,15
13668,B003ZZ2Z8C,Sports_and_Outdoors,15
13669,B0040MK48W,Toys_and_Games,15
13670,B0040XZJQI,Video_Games,15
13671,B00417ZMB0,Toys_and_Games,15
13672,B00419HO3M,Sports_and_Outdoors,15
13673,B0041D7WEO,Toys_and_Games,15
13674,B0042ESGS8,Toys_and_Games,15
13675,B0042L200Q,Sports_and_Outdoors,15
13676,B0042PUW2A,Video_Games,15
13677,B0042WJ9NQ,Sports_and_Outdoors,15
13678,B0042X0TUM,Sports_and_Outdoors,15
13679,B00432GGD6,Sports_and_Outdoors,15
13680,B00436GNVC,Digital_Music,15
13681,B00437VDQQ,Sports_and_Outdoors,15
13682,B0043QV0XS,Toys_and_Games,15
13683,B0043VRE5Q,Toys_and_Games,15
13684,B004478GMY,Toys_and_Games,15
13685,B0044Y00KI,Sports_and_Outdoors,15
13686,B0044YJ0UE,Sports_and_Outdoors,15
13687,B00455F2GI,Sports_and_Outdoors,15
13688,B0045RABM6,Sports_and_Outdoors,15
13689,B0046IMWF8,Sports_and_Outdoors,15
13690,B0046ZQ022,Video_Games,15
13691,B00473Y6VA,Video_Games,15
13692,B00474LZ1I,Sports_and_Outdoors,15
13693,B0047D6XA2,Sports_and_Outdoors,15
13694,B0047QXY3S,Sports_and_Outdoors,15
13695,B0047Z72IC,Digital_Music,15
13696,B0048HS02G,Sports_and_Outdoors,15
13697,B0048KFHI8,Sports_and_Outdoors,15
13698,B00499CVD2,Toys_and_Games,15
13699,B0049IUS38,Sports_and_Outdoors,15
13700,B004B2ZQFC,Sports_and_Outdoors,15
13701,B004BE1FXW,Sports_and_Outdoors,15
13702,B004BE1YME,Sports_and_Outdoors,15
13703,B004BGDM4U,Sports_and_Outdoors,15
13704,B004C4AAYQ,Sports_and_Outdoors,15
13705,B004CJ8CFA,Toys_and_Games,15
13706,B004D1H4CY,Sports_and_Outdoors,15
13707,B004E4AVPW,Sports_and_Outdoors,15
13708,B004E9TU8G,Toys_and_Games,15
13709,B004EIQ7F6,Video_Games,15
13710,B004EPX7ZW,Sports_and_Outdoors,15
13711,B004GHJO1O,Sports_and_Outdoors,15
13712,B004GKKO56,Toys_and_Games,15
13713,B004GYYY1W,Sports_and_Outdoors,15
13714,B004H0MC32,Toys_and_Games,15
13715,B004HIEJPI,Sports_and_Outdoors,15
13716,B004HL0A12,Toys_and_Games,15
13717,B004I28EAY,Toys_and_Games,15
13718,B004ID9KGU,Digital_Music,15
13719,B004K1EZ2O,Toys_and_Games,15
13720,B004K4V74K,Toys_and_Games,15
13721,B004K6LQ7G,Video_Games,15
13722,B004KQ2BG6,Video_Games,15
13723,B004KSL96C,Sports_and_Outdoors,15
13724,B004L9F9U2,Video_Games,15
13725,B004LE7ESW,Toys_and_Games,15
13726,B004LQRENK,Video_Games,15
13727,B004ML5V3O,Sports_and_Outdoors,15
13728,B004ML63A4,Video_Games,15
13729,B004MN5ESE,Sports_and_Outdoors,15
13730,B004N3CRQA,Toys_and_Games,15
13731,B004NS78I2,Video_Games,15
13732,B004NSUIJ8,Toys_and_Games,15
13733,B004O0TP3U,Toys_and_Games,15
13734,B009Z7E8I4,Toys_and_Games,15
13735,B00A1T6R8Y,Toys_and_Games,15
13736,B00A3DJSSO,Video_Games,15
13737,B00A470FMM,Sports_and_Outdoors,15
13738,B00A4KHEK0,Toys_and_Games,15
13739,B00A850SFO,Toys_and_Games,15
13740,B00A852PQ4,Toys_and_Games,15
13741,B00A88FLI0,Toys_and_Games,15
13742,B00A8DJ06O,Toys_and_Games,15
13743,B00A8HOVJG,Toys_and_Games,15
13744,B00A8ZZFN4,Video_Games,15
13745,B00AA4FDSA,Video_Games,15
13746,B00ABP8YCA,Sports_and_Outdoors,15
13747,B00AEX81SG,Video_Games,15
13748,B00AMEINDA,Toys_and_Games,15
13749,B00ATA2T9Q,Toys_and_Games,15
13750,B00AXE639A,Toys_and_Games,15
13751,B00AZQ2SYU,Toys_and_Games,15
13752,B00B1N07QM,Video_Games,15
13753,B00B5S353K,Toys_and_Games,15
13754,B00BAPM39A,Sports_and_Outdoors,15
13755,B00BDKZCB8,Sports_and_Outdoors,15
13756,B00BECOCL6,Toys_and_Games,15
13757,B00BEF1AEK,Video_Games,15
13758,B00BEKM08K,Digital_Music,15
13759,B00BFLP52Q,Sports_and_Outdoors,15
13760,B00BH0G9NE,Toys_and_Games,15
13761,B00BHSTXV6,Video_Games,15
13762,B00BI9AM14,Sports_and_Outdoors,15
13763,B00BIRN39Y,Sports_and_Outdoors,15
13764,B00BJH11FQ,Video_Games,15
13765,B00BKZMHZ0,Sports_and_Outdoors,15
13766,B00BL96D9G,Sports_and_Outdoors,15
13767,B00BLSJI80,Digital_Music,15
13768,B00BN4PALQ,Toys_and_Games,15
13769,B00BQ68RX4,Toys_and_Games,15
13770,B00BT92SB0,Toys_and_Games,15
13771,B00BU3WUU4,Video_Games,15
13772,B00BYNAVFQ,Sports_and_Outdoors,15
13773,B00C6PSSLU,Toys_and_Games,15
13774,B00C6PXVEY,Toys_and_Games,15
13775,B00CBT17IW,Sports_and_Outdoors,15
13776,B00CBTIRWQ,Sports_and_Outdoors,15
13777,B00CERXJNW,Video_Games,15
13778,B00CFELU0I,Toys_and_Games,15
13779,B00CFELU3A,Toys_and_Games,15
13780,B00CFR7VSU,Video_Games,15
13781,B00CI6JPNC,Toys_and_Games,15
13782,B00CLF832E,Video_Games,15
13783,B00CMHWTRQ,Toys_and_Games,15
13784,B00CMNX3RK,Toys_and_Games,15
13785,B00CQ9L1Z6,Video_Games,15
13786,B00CS16KSU,Toys_and_Games,15
13787,B00CTJOL3W,Toys_and_Games,15
13788,B00CX7FQ4I,Video_Games,15
13789,B00D1AJVHY,Sports_and_Outdoors,15
13790,B00D2EGWDA,Video_Games,15
13791,B00D6LPE2E,Video_Games,15
13792,B00D74DVKM,Video_Games,15
13793,B00D79V6UY,Sports_and_Outdoors,15
13794,B00D7QXAY2,Video_Games,15
13795,B00D9LWJIS,Toys_and_Games,15
13796,B00DI2CNHU,Sports_and_Outdoors,15
13797,B00DIHT044,Sports_and_Outdoors,15
13798,B00DQ1RDWS,Sports_and_Outdoors,15
13799,B00DQRV698,Toys_and_Games,15
13800,B00DS05H6G,Toys_and_Games,15
13801,B00E3667XQ,Video_Games,15
13802,B00E5M5LFS,Video_Games,15
13803,B00E7UZHXO,Sports_and_Outdoors,15
13804,B00E8A06DO,Video_Games,15
13805,B00E8HYIFE,Toys_and_Games,15
13806,B00ECOAX9I,Video_Games,15
13807,B00EDBREHE,Sports_and_Outdoors,15
13808,B00EPKNTUO,Toys_and_Games,15
13809,B00EU9UBJ2,Sports_and_Outdoors,15
13810,B00EVX5OLC,Sports_and_Outdoors,15
13811,B00EW3GLLS,Toys_and_Games,15
13812,B00EZ9RES8,Toys_and_Games,15
13813,B00F14IL06,Toys_and_Games,15
13814,B00F3ZT84Q,Sports_and_Outdoors,15
13815,B00F6UWJXA,Toys_and_Games,15
13816,B00F6YD2FK,Video_Games,15
13817,B00FDQQD52,Video_Games,15
13818,B00FLKSYWU,Sports_and_Outdoors,15
13819,B00FV6A45E,Toys_and_Games,15
13820,B00G237L7Y,Video_Games,15
13821,B00G8IVXZE,Toys_and_Games,15
13822,B00GH4KMI8,Sports_and_Outdoors,15
13823,B00GJSWDG6,Toys_and_Games,15
13824,B00H8YW996,Video_Games,15
13825,B00HUJHIBI,Toys_and_Games,15
13826,B00IQ8MVH8,Toys_and_Games,15
13827,B00IVFC6QC,Toys_and_Games,15
13828,B00IVFCCMA,Toys_and_Games,15
13829,B00J0IS5LE,Sports_and_Outdoors,15
13830,B00JNV6CEK,Sports_and_Outdoors,15
13831,1581178816,Toys_and_Games,15
13832,1616613785,Toys_and_Games,15
13833,B0000000ZW,Digital_Music,15
13834,B0000002O5,Digital_Music,15
13835,B000000HKV,Digital_Music,15
13836,B000000ORX,Digital_Music,15
13837,B000000YDT,Digital_Music,15
13838,B000001E0S,Digital_Music,15
13839,B000001F4X,Digital_Music,15
13840,B000001FOJ,Digital_Music,15
13841,B000001FT2,Digital_Music,15
13842,B000001Y73,Digital_Music,15
13843,B0000024S9,Digital_Music,15
13844,B00000251D,Digital_Music,15
13845,B00000258G,Digital_Music,15
13846,B0000025C3,Digital_Music,15
13847,B0000025OR,Digital_Music,15
13848,B0000025WY,Digital_Music,15
13849,B0000025YO,Digital_Music,15
13850,B000002962,Digital_Music,15
13851,B0000029J5,Digital_Music,15
13852,B000002G6J,Digital_Music,15
13853,B000002GCP,Digital_Music,15
13854,B000002GVW,Digital_Music,15
13855,B000002GXD,Digital_Music,15
13856,B000002HCV,Digital_Music,15
13857,B000002I95,Digital_Music,15
13858,B000002KEP,Digital_Music,15
13859,B000002KYY,Digital_Music,15
13860,B000002LCQ,Digital_Music,15
13861,B000002ML7,Digital_Music,15
13862,B000002MP6,Digital_Music,15
13863,B000002MYC,Digital_Music,15
13864,B000002N2B,Digital_Music,15
13865,B000002NYW,Digital_Music,15
13866,B000002PBZ,Digital_Music,15
13867,B000002VEN,Digital_Music,15
13868,B000002VLB,Digital_Music,15
13869,B000002W79,Digital_Music,15
13870,B00000335L,Digital_Music,15
13871,B0000039QI,Digital_Music,15
13872,B000003AB5,Digital_Music,15
13873,B000003B6X,Digital_Music,15
13874,B000003BCX,Digital_Music,15
13875,B000003BGM,Digital_Music,15
13876,B0000058MY,Digital_Music,15
13877,B000005CEU,Digital_Music,15
13878,B000005J7X,Digital_Music,15
13879,B0000065KK,Digital_Music,15
13880,B0000067IJ,Digital_Music,15
13881,B000006P0K,Video_Games,15
13882,B000006YYM,Digital_Music,15
13883,B00000721H,Digital_Music,15
13884,B00000DMBK,Toys_and_Games,15
13885,B00000G4NZ,Digital_Music,15
13886,B00000GBZ0,Digital_Music,15
13887,B00000I7K7,Digital_Music,15
13888,B00000IFNQ,Digital_Music,15
13889,B00000IURX,Toys_and_Games,15
13890,B00000IV3U,Toys_and_Games,15
13891,B00000IWIK,Toys_and_Games,15
13892,B00000JH41,Toys_and_Games,15
13893,B00000JNNY,Digital_Music,15
13894,B00000K1AF,Video_Games,15
13895,B00000K1VR,Toys_and_Games,15
13896,B00000K4BU,Video_Games,15
13897,B00001SVM3,Digital_Music,15
13898,B00001ZT47,Video_Games,15
13899,B00002CF98,Video_Games,15
13900,B00002STJI,Video_Games,15
13901,B00002STPE,Video_Games,15
13902,B000031KJX,Video_Games,15
13903,B000038A89,Toys_and_Games,15
13904,B000046S1W,Digital_Music,15
13905,B00004NKLB,Toys_and_Games,15
13906,B00004R61M,Video_Games,15
13907,B00004R8Q5,Digital_Music,15
13908,B00004R9IL,Video_Games,15
13909,B00004SCHB,Digital_Music,15
13910,B00004T0QB,Digital_Music,15
13911,B00004T2X9,Toys_and_Games,15
13912,B00004T76D,Toys_and_Games,15
13913,B00004T77A,Video_Games,15
13914,B00004T77G,Video_Games,15
13915,B00004T77P,Video_Games,15
13916,B00004TFYY,Toys_and_Games,15
13917,B00004UDVU,Video_Games,15
13918,B00004VXAZ,Video_Games,15
13919,B00004WI4D,Video_Games,15
13920,B00004WKPP,Toys_and_Games,15
13921,B00004XOM1,Video_Games,15
13922,B00004YC1I,Digital_Music,15
13923,B00004YKHS,Video_Games,15
13924,B00004YVB0,Sports_and_Outdoors,15
13925,B00004Z30Z,Digital_Music,15
13926,B000051SGS,Video_Games,15
13927,B000053UJ2,Video_Games,15
13928,B000059S78,Video_Games,15
13929,B000059Z7W,Video_Games,15
13930,B00005A774,Video_Games,15
13931,B00005B4AS,Video_Games,15
13932,B00005B70T,Video_Games,15
13933,B00005BHUR,Toys_and_Games,15
13934,B00005C7P7,Video_Games,15
13935,B00005CC2J,Digital_Music,15
13936,B00005K2WC,Digital_Music,15
13937,B00005LVZJ,Digital_Music,15
13938,B00005ML0X,Video_Games,15
13939,B00005ML0Z,Video_Games,15
13940,B00005NCCZ,Video_Games,15
13941,B00005NCD0,Video_Games,15
13942,B00005NKKS,Digital_Music,15
13943,B00005QBWG,Toys_and_Games,15
13944,B00005QVHK,Digital_Music,15
13945,B00005QZH2,Digital_Music,15
13946,B00005V6BJ,Video_Games,15
13947,B00005WF9V,Video_Games,15
13948,B0000630L2,Toys_and_Games,15
13949,B00006471Z,Video_Games,15
13950,B00006599P,Video_Games,15
13951,B000067A3M,Video_Games,15
13952,B000069D75,Video_Games,15
13953,B00006C28Z,Video_Games,15
13954,B00006C296,Video_Games,15
13955,B00006CRVH,Video_Games,15
13956,B00006IJJL,Video_Games,15
13957,B00006IJJM,Video_Games,15
13958,B00006JC46,Video_Games,15
13959,B00006Z7HU,Video_Games,15
13960,B000077WZP,Video_Games,15
13961,B00007BGQI,Video_Games,15
13962,B00007E9BC,Toys_and_Games,15
13963,B00007KK0F,Video_Games,15
13964,B000083JXT,Video_Games,15
13965,B00008BR9T,Toys_and_Games,15
13966,B00008DHLX,Video_Games,15
13967,1223063097,Toys_and_Games,14
13968,1604189681,Toys_and_Games,14
13969,1616611715,Toys_and_Games,14
13970,B00000052Y,Digital_Music,14
13971,B0000009UW,Digital_Music,14
13972,B000000OSU,Digital_Music,14
13973,B000000OU9,Digital_Music,14
13974,B000000OYK,Digital_Music,14
13975,B000000WJA,Digital_Music,14
13976,B000001ALK,Digital_Music,14
13977,B000001DXH,Digital_Music,14
13978,B000001DZU,Digital_Music,14
13979,B000001IPS,Digital_Music,14
13980,B000001Y1B,Digital_Music,14
13981,B000001Y5B,Digital_Music,14
13982,B0000024JZ,Digital_Music,14
13983,B0000024LW,Digital_Music,14
13984,B0000024MZ,Digital_Music,14
13985,B000002563,Digital_Music,14
13986,B0000025AK,Digital_Music,14
13987,B0000025GB,Digital_Music,14
13988,B0000025NJ,Digital_Music,14
13989,B00000266C,Digital_Music,14
13990,B00000295A,Digital_Music,14
13991,B0000029BG,Digital_Music,14
13992,B000002B0S,Digital_Music,14
13993,B000002GC4,Digital_Music,14
13994,B000002GYL,Digital_Music,14
13995,B000002GZ1,Digital_Music,14
13996,B000002HB0,Digital_Music,14
13997,B000002HK2,Digital_Music,14
13998,B000002I7U,Digital_Music,14
13999,B000002JBB,Digital_Music,14
14000,B000002KLN,Digital_Music,14
14001,B000002L3P,Digital_Music,14
14002,B000002LAK,Digital_Music,14
14003,B000002MUG,Digital_Music,14
14004,B000002N00,Digital_Music,14
14005,B000002N51,Digital_Music,14
14006,B000002OQH,Digital_Music,14
14007,B000002OWQ,Digital_Music,14
14008,B000002R0O,Digital_Music,14
14009,B000002R0P,Digital_Music,14
14010,B000002UXM,Digital_Music,14
14011,B000002VP3,Digital_Music,14
14012,B000003AGB,Digital_Music,14
14013,B000003TA7,Digital_Music,14
14014,B000005HCT,Digital_Music,14
14015,B000005RYN,Digital_Music,14
14016,B00000604A,Digital_Music,14
14017,B0000062QH,Digital_Music,14
14018,B0000064QN,Digital_Music,14
14019,B000006AXS,Digital_Music,14
14020,B0000071C3,Digital_Music,14
14021,B000008FF4,Digital_Music,14
14022,B000008J2C,Digital_Music,14
14023,B000009DZA,Digital_Music,14
14024,B00000BKI4,Digital_Music,14
14025,B00000C3ZQ,Digital_Music,14
14026,B00000DCHH,Digital_Music,14
14027,B00000DFRV,Digital_Music,14
14028,B00000DFS3,Digital_Music,14
14029,B00000DMAA,Video_Games,14
14030,B00000DMAE,Video_Games,14
14031,B00000DMAO,Video_Games,14
14032,B00000DMAU,Video_Games,14
14033,B00000I1B8,Video_Games,14
14034,B00000I1BB,Video_Games,14
14035,B00000I1BG,Video_Games,14
14036,B00000IWCX,Toys_and_Games,14
14037,B00000IWEP,Toys_and_Games,14
14038,B00000J4QK,Toys_and_Games,14
14039,B00000J4XX,Toys_and_Games,14
14040,B00000J7OA,Digital_Music,14
14041,B00000J9JI,Video_Games,14
14042,B00000JXSA,Digital_Music,14
14043,B00000K3W3,Digital_Music,14
14044,B00001TPYA,Toys_and_Games,14
14045,B00001ZT4D,Toys_and_Games,14
14046,B0000205XH,Toys_and_Games,14
14047,B0000224UE,Sports_and_Outdoors,14
14048,B00002DHER,Video_Games,14
14049,B00002STZ6,Video_Games,14
14050,B00002SVEM,Video_Games,14
14051,B000034DOI,Toys_and_Games,14
14052,B000035Y3K,Video_Games,14
14053,B000035Y6V,Video_Games,14
14054,B00003TKGH,Digital_Music,14
14055,B00004NKJ0,Toys_and_Games,14
14056,B00004RE0G,Toys_and_Games,14
14057,B00004SA3J,Video_Games,14
14058,B00004SCWA,Toys_and_Games,14
14059,B00004SVS7,Video_Games,14
14060,B00004SVV4,Video_Games,14
14061,B00004T4XM,Video_Games,14
14062,B00004T9TV,Digital_Music,14
14063,B00004TKMB,Video_Games,14
14064,B00004TSX4,Video_Games,14
14065,B00004U1R0,Video_Games,14
14066,B00004U3BX,Video_Games,14
14067,B00004U5UF,Toys_and_Games,14
14068,B00004U8QX,Video_Games,14
14069,B00004UDE9,Digital_Music,14
14070,B00004Y6NM,Digital_Music,14
14071,B00004YKI6,Video_Games,14
14072,B00004YZAU,Video_Games,14
14073,B0000520GG,Video_Games,14
14074,B0000524PB,Video_Games,14
14075,B000055QKM,Digital_Music,14
14076,B00005ARCX,Digital_Music,14
14077,B00005AV86,Video_Games,14
14078,B00005B5RQ,Video_Games,14
14079,B00005B8G3,Video_Games,14
14080,B00005NCCA,Video_Games,14
14081,B00005NZ1T,Video_Games,14
14082,B00005OLWW,Video_Games,14
14083,B00005Q8IO,Video_Games,14
14084,B00005Q8LG,Video_Games,14
14085,B00005QIQR,Video_Games,14
14086,B00005R6YZ,Video_Games,14
14087,B00005RGL2,Digital_Music,14
14088,B00005UBN7,Digital_Music,14
14089,B00005UC7H,Digital_Music,14
14090,B00005V8PI,Digital_Music,14
14091,B000062TS8,Toys_and_Games,14
14092,B0000631W1,Video_Games,14
14093,B000063UZ1,Video_Games,14
14094,B000065CKT,Toys_and_Games,14
14095,B00006663Z,Video_Games,14
14096,B000066TPM,Digital_Music,14
14097,B000066TS4,Video_Games,14
14098,B000067NW0,Digital_Music,14
14099,B000067QXC,Toys_and_Games,14
14100,B00006F2ZT,Video_Games,14
14101,B00006F7S5,Video_Games,14
14102,B00006FWU7,Video_Games,14
14103,B00006GO8V,Digital_Music,14
14104,B00006IIOL,Video_Games,14
14105,B00006JJ1P,Digital_Music,14
14106,B00006LVEU,Musical_Instruments,14
14107,B00006N5SZ,Video_Games,14
14108,B00006ZCD1,Video_Games,14
14109,B00007BH9A,Digital_Music,14
14110,B00007KGZG,Toys_and_Games,14
14111,B00007LVJC,Video_Games,14
14112,B000083JX6,Video_Games,14
14113,B00008DHLD,Video_Games,14
14114,B004OCK9KG,Toys_and_Games,14
14115,B004OFBY7K,Toys_and_Games,14
14116,B004OK17QS,Musical_Instruments,14
14117,B004OSQSTQ,Toys_and_Games,14
14118,B004OSRHV4,Toys_and_Games,14
14119,B004P5O8IQ,Toys_and_Games,14
14120,B004P93XZ6,Toys_and_Games,14
14121,B004PAHKJA,Toys_and_Games,14
14122,B004Q3JJEK,Toys_and_Games,14
14123,B004QCFUYY,Toys_and_Games,14
14124,B004QF0TCY,Sports_and_Outdoors,14
14125,B004QOVA00,Sports_and_Outdoors,14
14126,B004RIMBEY,Sports_and_Outdoors,14
14127,B004RN6BPE,Sports_and_Outdoors,14
14128,B004S6BULK,Toys_and_Games,14
14129,B004S6E4TU,Toys_and_Games,14
14130,B004SI66Z8,Video_Games,14
14131,B004SQ6LPU,Video_Games,14
14132,B004T19AZC,Toys_and_Games,14
14133,B004T1VB8G,Toys_and_Games,14
14134,B004T8RX22,Sports_and_Outdoors,14
14135,B004TA9J2C,Sports_and_Outdoors,14
14136,B004TDPVJO,Sports_and_Outdoors,14
14137,B004TMGZ72,Video_Games,14
14138,B004TTFZHQ,Sports_and_Outdoors,14
14139,B004TTGLOW,Sports_and_Outdoors,14
14140,B004U6HYSQ,Sports_and_Outdoors,14
14141,B004U8S0OG,Sports_and_Outdoors,14
14142,B004UBDFFM,Sports_and_Outdoors,14
14143,B004UONWZW,Sports_and_Outdoors,14
14144,B004UU9Z52,Toys_and_Games,14
14145,B004UVPDUM,Sports_and_Outdoors,14
14146,B004VSQ9IO,Sports_and_Outdoors,14
14147,B004VXZJYE,Sports_and_Outdoors,14
14148,B004WB0ZEE,Sports_and_Outdoors,14
14149,B004WHB9AW,Video_Games,14
14150,B004WJGXAQ,Sports_and_Outdoors,14
14151,B004XUQ1UQ,Sports_and_Outdoors,14
14152,B004XV2U2I,Toys_and_Games,14
14153,B004ZD5F76,Sports_and_Outdoors,14
14154,B004ZENRTI,Sports_and_Outdoors,14
14155,B004ZQBOXC,Digital_Music,14
14156,B0050UP83E,Sports_and_Outdoors,14
14157,B00515GYJ0,Toys_and_Games,14
14158,B0051873RE,Video_Games,14
14159,B0051938IG,Toys_and_Games,14
14160,B0051F8XZ8,Sports_and_Outdoors,14
14161,B0051U86Z0,Toys_and_Games,14
14162,B0054XOJQY,Toys_and_Games,14
14163,B0055QBON6,Sports_and_Outdoors,14
14164,B00576U7W8,Video_Games,14
14165,B0057UDE0Q,Toys_and_Games,14
14166,B0058DHWQE,Sports_and_Outdoors,14
14167,B0058KTUC6,Toys_and_Games,14
14168,B00595BNCK,Sports_and_Outdoors,14
14169,B005A6B332,Sports_and_Outdoors,14
14170,B005AJ8A94,Digital_Music,14
14171,B005DKMHCQ,Sports_and_Outdoors,14
14172,B005E7A3OM,Toys_and_Games,14
14173,B005EOV204,Sports_and_Outdoors,14
14174,B005F6NA56,Digital_Music,14
14175,B005FVMUDE,Sports_and_Outdoors,14
14176,B005FYK2PO,Video_Games,14
14177,B005FYK2QI,Video_Games,14
14178,B005G50S0Q,Sports_and_Outdoors,14
14179,B005GXR022,Sports_and_Outdoors,14
14180,B005GYGDFQ,Sports_and_Outdoors,14
14181,B005H40K7W,Video_Games,14
14182,B005H7730Q,Sports_and_Outdoors,14
14183,B005HJ90NC,Sports_and_Outdoors,14
14184,B005I0H08W,Video_Games,14
14185,B005I6OAZC,Sports_and_Outdoors,14
14186,B005I6SGI4,Sports_and_Outdoors,14
14187,B005IKZ2W8,Digital_Music,14
14188,B005JWQY40,Sports_and_Outdoors,14
14189,B005KITK6C,Toys_and_Games,14
14190,B005LD2K36,Sports_and_Outdoors,14
14191,B005LMVUWO,Toys_and_Games,14
14192,B005LURO58,Sports_and_Outdoors,14
14193,B005LUU4AU,Sports_and_Outdoors,14
14194,B005NH9QEG,Sports_and_Outdoors,14
14195,B005NHPII4,Sports_and_Outdoors,14
14196,B005O1BLV2,Toys_and_Games,14
14197,B005OSFUL2,Video_Games,14
14198,B005OVCF8U,Sports_and_Outdoors,14
14199,B005QUQ9BS,Toys_and_Games,14
14200,B005T3GSBS,Video_Games,14
14201,B005T800V2,Musical_Instruments,14
14202,B005TKMCMU,Toys_and_Games,14
14203,B005UO0F9M,Toys_and_Games,14
14204,B005UPTA9M,Toys_and_Games,14
14205,B005VPRETO,Toys_and_Games,14
14206,B005WOB3FK,Sports_and_Outdoors,14
14207,B005XTLP8E,Toys_and_Games,14
14208,B005XVCR4I,Toys_and_Games,14
14209,B005YGWR4W,Toys_and_Games,14
14210,B005ZF7ZYY,Toys_and_Games,14
14211,B0060FSV7I,Toys_and_Games,14
14212,B0060GDSGQ,Toys_and_Games,14
14213,B00622AA3M,Sports_and_Outdoors,14
14214,B0063NLRR8,Toys_and_Games,14
14215,B0063NLRSC,Toys_and_Games,14
14216,B0064OCEUU,Sports_and_Outdoors,14
14217,B00650F5K4,Toys_and_Games,14
14218,B00650F5SG,Toys_and_Games,14
14219,B0066DD4XK,Sports_and_Outdoors,14
14220,B0067MV3XI,Sports_and_Outdoors,14
14221,B0068XS7Q2,Sports_and_Outdoors,14
14222,B0069630N8,Sports_and_Outdoors,14
14223,B006CC16X0,Toys_and_Games,14
14224,B006CD2X40,Toys_and_Games,14
14225,B006DR6J4K,Toys_and_Games,14
14226,B006DS7D2G,Video_Games,14
14227,B006DWT4L0,Sports_and_Outdoors,14
14228,B006K4RVAW,Video_Games,14
14229,B006L6WSIY,Sports_and_Outdoors,14
14230,B006LVZEN0,Video_Games,14
14231,B00008KTLZ,Video_Games,14
14232,B00008X353,Toys_and_Games,14
14233,B000093ILT,Sports_and_Outdoors,14
14234,B000093NQH,Video_Games,14
14235,B000095ZGW,Video_Games,14
14236,B000096P3A,Toys_and_Games,14
14237,B00009AVLZ,Toys_and_Games,14
14238,B00009B1UI,Toys_and_Games,14
14239,B00009KO3L,Video_Games,14
14240,B00009P9IW,Video_Games,14
14241,B00009XS6S,Video_Games,14
14242,B00009YEHQ,Toys_and_Games,14
14243,B00009ZVI0,Video_Games,14
14244,B0000A0AGO,Sports_and_Outdoors,14
14245,B0000AQLKM,Sports_and_Outdoors,14
14246,B0000ARQ7R,Sports_and_Outdoors,14
14247,B0000ATIZR,Sports_and_Outdoors,14
14248,B0000ATYTG,Sports_and_Outdoors,14
14249,B0000AX849,Sports_and_Outdoors,14
14250,B0000C0YNT,Video_Games,14
14251,B0000C1CLM,Sports_and_Outdoors,14
14252,B0000C1CLO,Sports_and_Outdoors,14
14253,B0000C1CMY,Sports_and_Outdoors,14
14254,B0000C52W8,Sports_and_Outdoors,14
14255,B0000C6IP9,Sports_and_Outdoors,14
14256,B0000CCZT8,Video_Games,14
14257,B0000CFXNP,Digital_Music,14
14258,B0000DH4M2,Sports_and_Outdoors,14
14259,B0000DYV05,Sports_and_Outdoors,14
14260,B00012TIVY,Video_Games,14
14261,B00019AZAK,Video_Games,14
14262,B0001AVSGY,Video_Games,14
14263,B0001CNRQQ,Video_Games,14
14264,B0001I9YFS,Video_Games,14
14265,B0001MDPOK,Digital_Music,14
14266,B0001ONL7O,Video_Games,14
14267,B0001VUNVE,Toys_and_Games,14
14268,B0001WBIGM,Sports_and_Outdoors,14
14269,B0001XE0SO,Video_Games,14
14270,B00020LZC0,Video_Games,14
14271,B00020V4Y4,Toys_and_Games,14
